1.70878E+12	46.69	56.53	56.16
1.70878E+12	48.5	57.75	57.39666667
1.70878E+12	50.04333333	58.75	58.46
1.70879E+12	51.16666667	58.44	58.44
1.70879E+12	53.19	60.22666667	59.77333333
1.70879E+12	55.25333333	61.94	61.46
1.70879E+12	56.77	63.37666667	62.96
1.70879E+12	55.87333333	63.41666667	63.56666667
1.70879E+12	55.25	60.29333333	63.19
1.7088E+12	54.5	57.56333333	63
1.7088E+12	53.15	55.35333333	62.88
1.7088E+12	51.73	53.50333333	62.73
1.7088E+12	49.89333333	51.67	62.62666667
1.7088E+12	48.18666667	50.10666667	62.48
1.7088E+12	46.44	48.46	62.33333333
1.70881E+12	45.89666667	47.08333333	62.19
1.70881E+12	45.48	46	62.04
1.70881E+12	44.52333333	45.06333333	61.81333333
1.70881E+12	42.35666667	44.21	61.43666667
1.70881E+12	42.52	47.46	61.14666667
1.70882E+12	44.69	52.75	60.83333333
1.70882E+12	46.98	56.50333333	60.41666667
1.70882E+12	49.02	58.12666667	60.04
1.70882E+12	49.85666667	58.43666667	60.06333333
1.70882E+12	50.75	58.69	60.23
1.70882E+12	49.69	55.79333333	60.25
1.70883E+12	48.50333333	53.73	60.19
1.70883E+12	47.37666667	52.37666667	60.17
1.70883E+12	46.31333333	51.31333333	60.08333333
1.70883E+12	45.14666667	50.35666667	59.98
1.70883E+12	43.87666667	49.35666667	59.85666667
1.70884E+12	42.04	48.29333333	59.73
1.70884E+12	40.27333333	46.87666667	59.56333333
1.70884E+12	38.64666667	45.19	59.37666667
1.70884E+12	36.81333333	43.37666667	58.89333333
1.70884E+12	34.83333333	41.43666667	57.42
1.70884E+12	33.64666667	39.60666667	56.85333333
1.70885E+12	33.79333333	41.52333333	56.58333333
1.70885E+12	35.2325	44.61	56.345
1.70885E+12	37.47666667	47.52333333	55.94
1.70885E+12	40.02333333	50.06333333	55.56333333
1.70885E+12	42.12666667	52.12666667	55.33333333
1.70886E+12	43.89333333	53.93666667	55.29333333
1.70886E+12	45.14666667	54.37666667	55.75
1.70886E+12	45.52333333	53.75	55.85666667
1.70886E+12	47.16666667	56.19	56.54
1.70886E+12	49.31333333	58.14666667	57.81333333
1.70886E+12	51.60666667	59.58333333	59.12666667
1.70887E+12	53.67	60.71	60.33333333
1.70887E+12	53.96	58.4	60.27333333
1.70887E+12	53	55.23333333	60.06333333
1.70887E+12	51.71	53.12666667	59.9
1.70887E+12	50.17	51.5	59.85666667
1.70888E+12	48.33333333	50.04	59.71
1.70888E+12	47.33333333	48.73	59.52333333
1.70888E+12	46.48	47.62666667	59.37666667
1.70888E+12	45.25	46.60666667	59.22666667
1.70888E+12	43.43666667	45.60666667	58.62666667
1.70888E+12	42.02333333	44.54333333	57.83333333
1.70889E+12	40.44	43.35333333	56.66666667
1.70889E+12	39.66666667	42.58333333	56.08333333
1.70889E+12	41.21	46.44	55.87666667
1.70889E+12	43.81333333	51.04333333	55.54333333
1.70889E+12	47.62333333	54.04666667	55.17
1.70889E+12	49.39666667	53.60666667	55.25
1.7089E+12	52.21	56.68666667	56.64666667
1.7089E+12	54.52333333	59.10333333	58.68666667
1.7089E+12	55.89666667	60.89666667	60.39666667
1.7089E+12	56.08333333	59.46	60.56333333
1.7089E+12	55.10666667	56.67	60.25
1.70891E+12	53.91666667	54.92	60.10666667
1.70891E+12	52.52333333	53.68666667	59.98
1.70891E+12	51.25	52.67	59.85666667
1.70891E+12	50.00333333	51.71	59.75
1.70891E+12	48.77333333	50.92	59.62666667
1.70891E+12	47.85666667	50.15	59.52
1.70892E+12	47.02	49.48	59.4
1.70892E+12	46.10333333	48.81	59.25
1.70892E+12	45.10333333	48.08333333	59.12666667
1.70892E+12	43.69	47.29	58.94
1.70892E+12	42.08333333	46.79	58.75
1.70893E+12	39.98	46.73	58.60666667
1.70893E+12	37.15	46.08333333	56.62666667
1.70893E+12	34.33333333	44.41666667	54.19
1.70893E+12	32.91666667	42.29333333	53.94
1.70893E+12	32.50333333	39.52	53.96
1.70893E+12	33.5325	42.175	53.27
1.70894E+12	35.50333333	45.52	51.56333333
1.70894E+12	37.98	48.21	51.17
1.70894E+12	39.56333333	49.50333333	51.56666667
1.70894E+12	40.04333333	48.89666667	51.85666667
1.70894E+12	41.66666667	51.41666667	52.42
1.70895E+12	43.4	53.58333333	53.96
1.70895E+12	44.98	55.37666667	55.38
1.70895E+12	46.39666667	56.98	56.62666667
1.70895E+12	47.83333333	58.12666667	57.73
1.70895E+12	49.42	59.41666667	58.98
1.70895E+12	50.89666667	60.23	59.91666667
1.70896E+12	51.21	59.92	59.91666667
1.70896E+12	51.56333333	59.56666667	60.04
1.70896E+12	50.93666667	56.73333333	59.87666667
1.70896E+12	49.75333333	54.56333333	59.75
1.70896E+12	48.5	52.9	59.67
1.70897E+12	47.21	51.5	59.56333333
1.70897E+12	46.08333333	50.15	59.5
1.70897E+12	44.02333333	48.71	59.21
1.70897E+12	41.79333333	47.15	58.12666667
1.70897E+12	40.83333333	45.75	57.71
1.70897E+12	39.98	44.46	57.54
1.70898E+12	39.02333333	43.21	57.37666667
1.70898E+12	38.77	44	57.23
1.70898E+12	42.73	49.29333333	57
1.70898E+12	45.98	52.79	56.73
1.70898E+12	48.77	55.39666667	56.39666667
1.70898E+12	49.37666667	57.67	57.56333333
1.70899E+12	50.27333333	59.29	58.94
1.70899E+12	50.46	57.58666667	58.96
1.70899E+12	49.60333333	54.89666667	58.75
1.70899E+12	48.54333333	53.08333333	58.60666667
1.70899E+12	47.43666667	51.81333333	58.5
1.709E+12	46.54	50.81333333	58.37666667
1.709E+12	45.77	50	58.27
1.709E+12	44.96	49.25	58.12666667
1.709E+12	44.21	48.60666667	58
1.709E+12	43.5	47.94	57.87666667
1.709E+12	42.87666667	47.31	57.73
1.70901E+12	42.21	46.63	57.56333333
1.70901E+12	41.08333333	45.88	57.37666667
1.70901E+12	39.46	45.31333333	57.19
1.70901E+12	37.39666667	45.00333333	56.98
1.70901E+12	35.54333333	44.29333333	56.75333333
1.70902E+12	33.98333333	42.85666667	56.46
1.70902E+12	33.77	40.46	56.14666667
1.70902E+12	35.20666667	43.35666667	55.87666667
1.70902E+12	36.41	45.6875	55.3575
1.70902E+12	38.02333333	47.85333333	54.60333333
1.70902E+12	39.72666667	49.75333333	54.21
1.70903E+12	41.42	51.48	53.96
1.70903E+12	43.14666667	53.10333333	54.08666667
1.70903E+12	44.87666667	54.12666667	54.81666667
1.70903E+12	45.35666667	52.94	54.83333333
1.70903E+12	46.81333333	55.06666667	55.33666667
1.70904E+12	48.41666667	56.93666667	56.54333333
1.70904E+12	50.04333333	58.20666667	57.77333333
1.70904E+12	50.18666667	59.42	59.00333333
1.70904E+12	52.27333333	60.75	60.33333333
1.70904E+12	54.27333333	61.02333333	61.06333333
1.70904E+12	54.23	58.23	60.77333333
1.70905E+12	53.16666667	55.5	60.58333333
1.70905E+12	51.58333333	53.56333333	60.44
1.70905E+12	50.12666667	51.92	60.31333333
1.70905E+12	48.66666667	50.5	60.21
1.70905E+12	46.89666667	49.17	60.15
1.70906E+12	44.02333333	47.77333333	59.85666667
1.70906E+12	41.50333333	46.4	58.69
1.70906E+12	39.96	44.9	57.91666667
1.70906E+12	38.96	43.46	57.58333333
1.70906E+12	38.21	42.27333333	57.37666667
1.70906E+12	38.83333333	44.92	57.21
1.70907E+12	42.54666667	49.66666667	56.95666667
1.70907E+12	45.85666667	53.08333333	56.50333333
1.70907E+12	49.10666667	55.89666667	56.48
1.70907E+12	50.94	58.18666667	58.06333333
1.70907E+12	50.71	59.54333333	59.25
1.70907E+12	50.85333333	57.66666667	59.17
1.70908E+12	50.19	55.14666667	58.98
1.70908E+12	49.25333333	53.4	58.83333333
1.70908E+12	48.04333333	52.14666667	58.71
1.70908E+12	47.12333333	51.21	58.63
1.70908E+12	46.27	50.38	58.54
1.70909E+12	45.54	49.58333333	58.42
1.70909E+12	44.89666667	48.96	58.23
1.70909E+12	44.15	48.31333333	58.10666667
1.70909E+12	43.44	47.69	57.94
1.70909E+12	42.73	47	57.79333333
1.70909E+12	41.4	46.19	57.62666667
1.7091E+12	39.54333333	45.69	57.44
1.7091E+12	37.43666667	45.41666667	57.23
1.7091E+12	35.50333333	44.67	57.00333333
1.7091E+12	33.83333333	43.46	56.69
1.7091E+12	32.93666667	40.71	56.41666667
1.70911E+12	32.71	40.21	56.19
1.70911E+12	32.62666667	41.97666667	55.60333333
